groups;annee;mois;jour;code_commune;commune.x;surface_ha;type_vegetation;lieu_de_stockage;masse_tonne_matiere_seche;source;rmq;date;datemj;dateym;commune.y;departement;lat;lon;code_departement
agri_fire;2002;7;16;85035;Bretignolles-sur-Mer;2,000;champ;NA;NA;ouest France;NA;2002-07-16;07-16;2002-07;LA BRETONNIERE-LA-CLAYE;VENDEE;46,4879459421;-1,267734265450000;85
agri_fire;2002;7;17;72128;Évaillé;2,000;recolte;NA;NA;ouest France;NA;2002-07-17;07-17;2002-07;EVAILLE;SARTHE;47,9002296748;0,626909662566000;72
agri_fire;2002;7;27;44096;Mésanger;2,000;paille;NA;NA;ouest France;NA;2002-07-27;07-27;2002-07;MESANGER;LOIRE-ATLANTIQUE;47,4288834101;-1,225833901190000;44
agri_fire;2002;7;29;53095;Épineux-le-Seguin;1,000;chaume;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;EPINEUX-LE-SEGUIN;MAYENNE;47,9418002250;-0,350865340153000;53
agri_fire;2002;7;29;72259;Rouperroux-le-Coquet;3,000;paille;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;ROUPERROUX-LE-COQUET;SARTHE;48,2293569796;0,438592972489000;72
agri_fire;2002;7;29;72022;Le Bailleul;3,000;prairie;NA;NA;ouest France;NA;2002-07-29;07-29;2002-07;LE BAILLEUL;SARTHE;47,7724310115;-0,179561724396000;72
build_agri_fire;2002;8;4;85213;Rives-de-l’Yon (Saint-Florent-des-Bois);NA;foin_paille;hangar;NA;ouest France;NA;2002-08-04;08-04;2002-08;SAINTE-FOY;VENDEE;46,5327600427;-1,692430747330000;85
build_agri_fire;2002;8;10;85262;Saint-Philbert-de-Bouaine;NA;foin_paille;hangar;120,0;ouest France;NA;2002-08-10;08-10;2002-08;SAINT-PIERRE-DU-CHEMIN;VENDEE;46,6957771744;-0,701777715154000;85
build_agri_fire;2002;8;10;44164;Saint-Hilaire-de-Chaléons;NA;foin_paille;hangar;200,0;ouest France;NA;2002-08-10;08-10;2002-08;SAINT-HILAIRE-DE-CHALEONS;LOIRE-ATLANTIQUE;47,0958948849;-1,879836379670000;44
build_agri_fire;2002;8;14;44027;Casson;NA;foin_paille;hangar;200,0;ouest France;NA;2002-08-14;08-14;2002-08;CASSON;LOIRE-ATLANTIQUE;47,3920308092;-1,555737188050000;44
agri_fire;2002;8;16;61167;Anceins;1,000;chaume;NA;NA;ouest France;NA;2002-08-16;08-16;2002-08;LA FERTE-FRENEL;ORNE;48,8362459554;0,508544741133000;61
agri_fire;2002;8;16;61331;Le Plantis;1,000;paille;NA;NA;ouest France;NA;2002-08-16;08-16;2002-08;LE PLANTIS;ORNE;48,6037546825;0,397038776409000;61
build_agri_fire;2002;8;17;35085;Combourg;NA;foin_paille;hangar;95,0;ouest France;NA;2002-08-17;08-17;2002-08;COMBOURG;ILLE-ET-VILAINE;48,4083560805;-1,745194350190000;35
agri_fire;2002;8;19;61100;la Chapelle-Viel;50,000;cereale;NA;NA;ouest France;NA;2002-08-19;08-19;2002-08;LA CHAPELLE-VIEL;ORNE;48,7099526297;0,612218004614000;61
agri_fire;2002;8;22;53052;champfrémont;7,000;broussaille;NA;NA;ouest France;NA;2002-08-22;08-22;2002-08;CHAMPFREMONT;MAYENNE;48,4329079781;-0,104054621774000;53
build_agri_fire;2002;8;30;49372;Vieil-Baugé;NA;fourrage;hangar;800,0;ouest France;NA;2002-08-30;08-30;2002-08;LE VIEIL-BAUGE;MAINE-ET-LOIRE;47,5209776407;-0,144289456956000;49
agri_fire;2002;9;2;22221;PLOUGUIEL;1,000;broussaille;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;PLOUGUIEL;COTES-D'ARMOR;48,8047926753;-3,245495634700000;22
agri_fire;2002;9;2;22046;le mené (clos neuf);4,000;NA;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;COLLINEE;COTES-D'ARMOR;48,2937312654;-2,522468036930000;22
agri_fire;2002;9;2;22345;Trébry;4,000;tallus;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;TREBRY;COTES-D'ARMOR;48,3456919515;-2,558533313780000;22
agri_fire;2002;9;2;35146;Langouet (le cran);2,000;bois;NA;NA;ouest France;NA;2002-09-02;09-02;2002-09;LANGOUET;ILLE-ET-VILAINE;48,2549305209;-1,808815481850000;35
build_agri_fire;2002;9;4;44160;Saint-Géréon;NA;fourrage;hangar;20,0;ouest France;NA;2002-09-04;09-04;2002-09;SAINT-GEREON;LOIRE-ATLANTIQUE;47,3707222612;-1,209227396590000;44
build_agri_fire;2002;9;7;53054;Changé;NA;paille_foin;hangar;300,0;ouest France;NA;2002-09-07;09-07;2002-09;CHANGE;MAYENNE;48,1079801148;-0,800104772023000;53
build_agri_fire;2002;9;22;44007;Avessac;NA;fourrage;hangar;300,0;ouest France;NA;2002-09-22;09-22;2002-09;AVESSAC;LOIRE-ATLANTIQUE;47,6354363040;-1,970508715050000;44
build_agri_fire;2002;9;24;29220;Pont-l'Abbé;NA;paille;hangar;60,0;ouest France;NA;2002-09-24;09-24;2002-09;PONT-L'ABBE;FINISTERE;47,8654885488;-4,219623196520000;29
agri_fire;2002;9;29;72267;Saint-Aubin-des-Coudrais;2,500;ble;NA;NA;ouest France;NA;2002-09-29;09-29;2002-09;SAINT-AUBIN-DES-COUDRAIS;SARTHE;48,1788442585;0,579073483742000;72
build_agri_fire;2002;10;6;53145;Marigné-Peuton;NA;paille;hangar;5,0;ouest France;NA;2002-10-06;10-06;2002-10;MARIGNE-PEUTON;MAYENNE;47,8580802657;-0,798902117267000;53
build_agri_fire;2002;10;12;44170;Saint-Julien-de-Vouvantes;NA;paille;hangar;400,0;ouest France;NA;2002-10-12;10-12;2002-10;SAINT-JULIEN-DE-VOUVANTES;LOIRE-ATLANTIQUE;47,6531185810;-1,229416806440000;44
build_agri_fire;2002;10;12;14449;Monts-en-Bessin;NA;fourrage;hangar;300,0;ouest France;NA;2002-10-12;10-12;2002-10;MONTS-EN-BESSIN;CALVADOS;49,1219070330;-0,611431669802000;14
agri_fire;2002;10;20;72276;Saint-Cosme-en-Vairais;4,000;herbe;NA;NA;ouest France;NA;2002-10-20;10-20;2002-10;SAINT-COSME-EN-VAIRAIS;SARTHE;48,2744377482;0,457973879241000;72
build_agri_fire;2002;10;25;53148;Mée;NA;ble_paille;hangar;225,0;ouest France;NA;2002-10-25;10-25;2002-10;MEE;MAYENNE;47,8016835943;-0,865499945684000;53
build_agri_fire;2002;11;19;53253;Saint-Saturnin-du-Limet;NA;paille_animaux;hangar;NA;ouest France;NA;2002-11-19;11-19;2002-11;SAINT-SATURNIN-DU-LIMET;MAYENNE;47,8160669984;-1,089253760570000;53
build_agri_fire;2002;11;25;50197;Gavray;NA;paille;hangar;10,0;ouest France;NA;2002-11-25;11-25;2002-11;GAVRAY;MANCHE;48,9018669470;-1,329271874470000;50
build_agri_fire;2002;12;7;72134;Flée;NA;engrais;hangar;NA;ouest France;NA;2002-12-07;12-07;2002-12;FLEE;SARTHE;47,7316026242;0,457355528125000;72
build_agri_fire;2003;1;4;22079;Hénon;NA;foin_paille;hangar;50,0;ouest France;NA;2003-01-04;01-04;2003-01;HENON;COTES-D'ARMOR;48,3866424703;-2,683228830280000;22
build_agri_fire;2003;1;13;56119;Locoal-Mendon;NA;foin_paille;hangar;NA;ouest France;NA;2003-01-13;01-13;2003-01;LOCOAL-MENDON;MORBIHAN;47,7020816200;-3,110057172590000;56
build_agri_fire;2003;1;14;50593;Teurthéville-Bocage;NA;foin_paille;hangar;30,0;ouest France;NA;2003-01-14;01-14;2003-01;TEURTHEVILLE-BOCAGE;MANCHE;49,5924455980;-1,394776400510000;50
build_agri_fire;2003;1;28;14063;Bernesq;NA;fourrage;hangar;30,0;ouest France;NA;2003-01-28;01-28;2003-01;BERNESQ;CALVADOS;49,2737716158;-0,931449567611000;14
build_agri_fire;2003;2;3;35211;Paimpont;NA;fourrage;hangar;NA;ouest France;NA;2003-02-03;02-03;2003-02;PAIMPONT;ILLE-ET-VILAINE;48,0301924060;-2,173420587090000;35
build_agri_fire;2003;2;15;85097;La Gaubretière;NA;foin_paille;hangar;NA;ouest France;NA;2003-02-15;02-15;2003-02;LA GENETOUZE;VENDEE;46,7244524541;-1,504107196930000;85
build_agri_fire;2003;2;23;14288;Fresne-Camilly;NA;paille_lin;hangar;NA;ouest France;NA;2003-02-23;02-23;2003-02;LE FRESNE-CAMILLY;CALVADOS;49,2562338542;-0,487666830521000;14
build_agri_fire;2003;2;23;22322;Saint-Péver;NA;foin_paille;hangar;NA;ouest France;NA;2003-02-23;02-23;2003-02;SAINT-PEVER;COTES-D'ARMOR;48,4822950613;-3,091020523530000;22
build_agri_fire;2003;2;24;72047;Brette-les-Pins;NA;NA;hangar;NA;ouest France;NA;2003-02-24;02-24;2003-02;BRETTE-LES-PINS;SARTHE;47,9107877747;0,326771387948000;72
build_agri_fire;2003;3;16;22372;Trémuson;NA;fourrage;hangar;NA;ouest France;NA;2003-03-16;03-16;2003-03;TREMUSON;COTES-D'ARMOR;48,5248190208;-2,847907745220000;22
build_agri_fire;2003;4;3;22254;Prat;NA;fourrage;hangar;NA;ouest France;NA;2003-04-03;04-03;2003-04;PRAT;COTES-D'ARMOR;48,6822524197;-3,298023246550000;22
build_agri_fire;2003;4;11;56207;Saint-Barthélemy;NA;paille_materiel_divers;hangar;NA;ouest France;NA;2003-04-11;04-11;2003-04;SAINT-BARTHELEMY;MORBIHAN;47,9265481211;-3,040669938260000;56
build_agri_fire;2003;4;19;22259;Quévert;NA;paille_foin;hangar;120,0;ouest France;NA;2003-04-19;04-19;2003-04;QUEVERT;COTES-D'ARMOR;48,4631268990;-2,085628779280000;22
build_agri_fire;2003;4;24;61163;La Ferrière-aux-Etangs;NA;fourrage;hangar;30,0;ouest France;NA;2003-04-24;04-24;2003-04;LA FERRIERE-AUX-ETANGS;ORNE;48,6515598236;-0,508551110895000;61
build_agri_fire;2003;4;25;85038;LES BROUZILS;NA;fourrage;hangar;200,0;ouest France;NA;2003-04-25;04-25;2003-04;LA BRUFFIERE;VENDEE;47,0148006973;-1,183297583180000;85
build_agri_fire;2003;5;2;14514;Pont-l'Évêque;NA;fourrage;hangar;NA;ouest France;NA;2003-05-02;05-02;2003-05;PONT-L'EVEQUE;CALVADOS;49,2805619214;0,187666368193000;14
build_agri_fire;2003;5;8;53208;Saint-Cyr-en-Pail;NA;foin_paille;hangar;40,0;ouest France;NA;2003-05-08;05-08;2003-05;SAINT-CYR-EN-PAIL;MAYENNE;48,4338588382;-0,253528252762000;53
build_agri_fire;2003;5;9;61332;Pointel;NA;fourrage;hangar;NA;ouest France;NA;2003-05-09;05-09;2003-05;POINTEL;ORNE;48,6945257579;-0,348493610503000;61
build_agri_fire;2003;5;15;61169;Flers;NA;fourrage;hangar;150,0;ouest France;NA;2003-05-15;05-15;2003-05;FLERS;ORNE;48,7399319125;-0,562509564641000;61
build_agri_fire;2003;5;15;61227;Lignou;NA;NA;hangar;NA;ouest France;NA;2003-05-15;05-15;2003-05;LIGNOU;ORNE;48,6736724147;-0,342978146704000;61
build_agri_fire;2003;5;26;85046;La Chaize-le-Vicomte;NA;canneton;hangar;NA;ouest France;6000 cannetons;2003-05-26;05-26;2003-05;CHALLANS;VENDEE;46,8354416653;-1,840366831390000;85
build_agri_fire;2003;5;28;61035;Beauvain;NA;fourrage;hangar;50,0;ouest France;NA;2003-05-28;05-28;2003-05;BEAUVAIN;ORNE;48,6202503674;-0,302633037156000;61
build_agri_fire;2003;10;2;42283;Saint-Romain-en-Jarez;NA;fruits_materiels_produits_chimiques;hangar;NA;ouest France;5 T d'ammonitrates = fortes explosion et plusieurs blessés;2003-10-02;10-02;2003-10;SAINT-ROMAIN-EN-JAREZ;LOIRE;45,5651376948;4,541503174640000;42
build_agri_fire;2003;10;5;22233;Plourivo;NA;foin;hangar;30,0;ouest France;NA;2003-10-05;10-05;2003-10;PLOURIVO;COTES-D'ARMOR;48,7416286084;-3,093204603470000;22
build_agri_fire;2003;10;7;56260;VANNES;NA;paille;hangar;60,0;ouest France;3.5 tonnes d'amonitrates;2003-10-07;10-07;2003-10;VANNES;MORBIHAN;47,6597493766;-2,757143294980000;56
build_agri_fire;2003;10;18;38044;Biol;NA;paille;hangar;400,0;AFP;30 tonnes d'ammonitrate qui n'ont pas brulées;2003-10-18;10-18;2003-10;BIOL;ISERE;45,4963748824;5,369087217870000;38
agri_fire;2003;9;23;85282;Sigournais;NA;chaume;NA;NA;ouest France;NA;2003-09-23;09-23;2003-09;SOULLANS;VENDEE;46,7951288466;-1,913926994570000;85
agri_fire;2003;9;20;72223;Noyen;2,000;chaume;NA;NA;ouest France;NA;2003-09-20;09-20;2003-09;NOYEN-SUR-SARTHE;SARTHE;47,8589974473;-0,100335586338000;72
agri_fire;2003;9;17;22215;Ploufragan;2,000;champ;NA;NA;ouest France;NA;2003-09-17;09-17;2003-09;PLOUFRAGAN;COTES-D'ARMOR;48,4877482968;-2,808516309280000;22
agri_fire;2003;9;13;22233;Plourivo;0,040;sapin;NA;NA;ouest France;NA;2003-09-13;09-13;2003-09;PLOURIVO;COTES-D'ARMOR;48,7416286084;-3,093204603470000;22
agri_fire;2003;9;13;22162;Paimpol;NA;chaume;NA;NA;ouest France;NA;2003-09-13;09-13;2003-09;PAIMPOL;COTES-D'ARMOR;48,7733386239;-3,054593970420000;22
agri_fire;2003;9;3;22031;Carnoët;NA;chaume_lande;NA;NA;ouest France;NA;2003-09-03;09-03;2003-09;CARNOET;COTES-D'ARMOR;48,3597303691;-3,532481369250000;22
agri_fire;2003;8;28;50085;Bricqueville sur mer;4,500;chaume;NA;NA;ouest France;NA;2003-08-28;08-28;2003-08;BRICQUEVILLE-SUR-MER;MANCHE;48,9183887139;-1,513811893520000;50
agri_fire;2003;8;25;29241;Kernével;1,500;chaume;NA;NA;ouest France;NA;2003-08-25;08-25;2003-08;ROSPORDEN;FINISTERE;47,9583041483;-3,801534777360000;29
agri_fire;2003;8;13;93073;Tremblay-en-France;3,000;champ;NA;NA;AFP;NA;2003-08-13;08-13;2003-08;VAUJOURS;SEINE-SAINT-DENIS;48,9324772605;2,581002570400000;93
agri_fire;2003;8;11;53126;Larchamp;1,000;chaume;NA;NA;ouest France;NA;2003-08-11;08-11;2003-08;LARCHAMP;MAYENNE;48,3492150628;-1,003367424760000;53
agri_fire;2003;8;11;53014;Azé;2,000;chaume;NA;NA;ouest France;NA;2003-08-11;08-11;2003-08;AZE;MAYENNE;47,8288251994;-0,657885317512000;53
agri_fire;2003;8;10;61150;Echauffour;5,000;chaume;NA;NA;ouest France;NA;2003-08-10;08-10;2003-08;ECHAUFFOUR;ORNE;48,7322506455;0,395097737587000;61
agri_fire;2003;8;9;22251;Pordic;0,100;chaume;NA;NA;ouest France;NA;2003-08-09;08-09;2003-08;PORDIC;COTES-D'ARMOR;48,5702275208;-2,825171900360000;22
agri_fire;2003;8;9;61301;Neauphe sous Essay;0,500;chaume;NA;NA;ouest France;NA;2003-08-09;08-09;2003-08;NEAUPHE-SOUS-ESSAI;ORNE;48,5638348673;0,194252543746000;61
agri_fire;2003;8;5;22203;Ploeuc-sur-Lié;1,500;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;PLOEUC-SUR-LIE;COTES-D'ARMOR;48,3440952237;-2,766497028960000;22
agri_fire;2003;8;5;14256;Étreham;2,000;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;ETREHAM;CALVADOS;49,3208069288;-0,793272480023000;14
agri_fire;2003;8;5;72205;Montbizot;0,150;chaume;NA;NA;ouest France;NA;2003-08-05;08-05;2003-08;MONTBIZOT;SARTHE;48,1530640298;0,182398817667000;72
agri_fire;2003;8;2;14241;Épinay-sur-Odon;6,000;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;EPINAY-SUR-ODON;CALVADOS;49,0688314523;-0,619078817289000;14
agri_fire;2003;8;2;22176;Plédran;0,100;broussaille;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLEDRAN;COTES-D'ARMOR;48,4430297904;-2,745361546000000;22
agri_fire;2003;8;2;22180;Plélan-le-Petit;1,000;broussaille;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLELAN-LE-PETIT;COTES-D'ARMOR;48,4272846390;-2,224091293310000;22
agri_fire;2003;8;2;22136;Loudéac;2,000;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;LOUDEAC;COTES-D'ARMOR;48,1740293909;-2,750975443780000;22
agri_fire;2003;8;2;22178;Pléhédel;0,050;chaume;NA;NA;ouest France;NA;2003-08-02;08-02;2003-08;PLEHEDEL;COTES-D'ARMOR;48,6949303191;-3,006383524850000;22
agri_fire;2003;8;3;22214;Plouézec;NA;chaume;NA;NA;ouest France;NA;2003-08-03;08-03;2003-08;PLOUEZEC;COTES-D'ARMOR;48,7387813748;-2,979143955700000;22
agri_fire;2003;7;31;56178;Pontivy;10,000;ble_chaume;NA;NA;ouest France;NA;2003-07-31;07-31;2003-07;PONTIVY;MORBIHAN;48,0729953877;-2,970465928850000;56
agri_fire;2003;7;24;12167;Najac;20,000;chaume_bois;NA;NA;AFP;NA;2003-07-24;07-24;2003-07;"NAJAC";AVEYRON;44,2112955060;1,963059221090000;12
agri_fire;2003;7;22;61490;Tournai-sur-Dive;2,000;ble_chaume;NA;NA;ouest France;NA;2003-07-22;07-22;2003-07;TOURNAI-SUR-DIVE;ORNE;48,8106770801;0,043910828126100;61
agri_fire;2003;7;18;77260;Longueville;14,000;chaume;NA;NA;AFP;NA;2003-07-18;07-18;2003-07;LONGUEVILLE;SEINE-ET-MARNE;48,5144915649;3,238532640460000;77
agri_fire;2003;7;18;77025;Bazoche-lès-Bray;6,000;chaume;NA;NA;AFP;NA;2003-07-18;07-18;2003-07;BAZOCHES-LES-BRAY;SEINE-ET-MARNE;48,3983722929;3,192618119110000;77
agri_fire;2003;7;15;72300;Saint-Mars-la-Brière;0,040;herbe_seche;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;SAINT-MARS-LA-BRIERE;SARTHE;48,0174931387;0,378790037048000;72
agri_fire;2003;7;15;72302;Saint-Martin-des-Monts;0,060;NA;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;SAINT-MARTIN-DES-MONTS;SARTHE;48,1512082085;0,597953696239000;72
agri_fire;2003;7;15;72210;Montreuil-le-Henri;1,000;chaume;NA;NA;ouest France;NA;2003-07-15;07-15;2003-07;MONTREUIL-LE-HENRI;SARTHE;47,8619039789;0,571664578097000;72
agri_fire;2003;7;14;22048;Corseul;10,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;CORSEUL;COTES-D'ARMOR;48,4828884637;-2,166207526890000;22
agri_fire;2003;7;14;22116;Lanrodec;8,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;LANRODEC;COTES-D'ARMOR;48,4997744033;-3,043239301610000;22
agri_fire;2003;7;14;22186;Val-André (Pléneuf);NA;broussaille;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;PLENEUF-VAL-ANDRE;COTES-D'ARMOR;48,5840054611;-2,530168876940000;22
agri_fire;2003;7;14;22321;Saint-Nicolas-du-Pélem;NA;ble;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;SAINT-NICOLAS-DU-PELEM;COTES-D'ARMOR;48,3228229089;-3,164050506410000;22
agri_fire;2003;7;14;22353;Trégastel;0,100;broussaille;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;TREGASTEL;COTES-D'ARMOR;48,8173217960;-3,506403331260000;22
agri_fire;2003;7;14;22054;Erquy;0,050;lande;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;ERQUY;COTES-D'ARMOR;48,6194186311;-2,458584429220000;22
agri_fire;2003;7;14;14579;Saint-Georges-d'Aunay (Seulline);6,000;chaume;NA;NA;ouest France;NA;2003-07-14;07-14;2003-07;SAINT-GEORGES-D'AUNAY;CALVADOS;49,0267772033;-0,688629006888000;14
agri_fire;2003;7;13;22201;Plévenon;0,500;lande;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;PLEVENON;COTES-D'ARMOR;48,6575564031;-2,320204739160000;22
agri_fire;2003;7;13;22114;Lanrelas;0,500;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;LANRELAS;COTES-D'ARMOR;48,2463148524;-2,295853430120000;22
agri_fire;2003;7;13;22343;Trébeurden;0,010;broussaille;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;TREBEURDEN;COTES-D'ARMOR;48,7707775944;-3,557692386320000;22
agri_fire;2003;7;13;77471;Tousson;60,000;recolte;NA;NA;AFP Le Parisien;NA;2003-07-13;07-13;2003-07;TOUSSON;SEINE-ET-MARNE;48,3433486346;2,457926081910000;77
agri_fire;2003;7;13;53137;Ruillé-Le-Gravelais;3,000;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;LOIRON;MAYENNE;48,0630179288;-0,919282481771000;53
agri_fire;2003;7;13;53228;Saint-Jean-sur-Ervre;2,000;chaume;NA;NA;ouest France;NA;2003-07-13;07-13;2003-07;SAINT-JEAN-SUR-ERVE;MAYENNE;48,0403224442;-0,388241319930000;53
agri_fire;2003;7;12;44007;Avessac;1,000;chaume;NA;NA;ouest France;NA;2003-07-12;07-12;2003-07;AVESSAC;LOIRE-ATLANTIQUE;47,6354363040;-1,970508715050000;44
agri_fire;2003;7;11;85178;Le Poiré-sur-Vie;4,000;chaume;NA;NA;ouest France;NA;2003-07-11;07-11;2003-07;POIROUX;VENDEE;46,5107890457;-1,539293175560000;85
agri_fire;2003;7;9;22143;la Vigne (Matignon);0,700;herbe_seche;NA;NA;ouest France;NA;2003-07-09;07-09;2003-07;MATIGNON;COTES-D'ARMOR;48,6017682782;-2,290217894880000;22
agri_fire;2003;7;9;22212;Plouëc-du-Trieux;0,150;chaume;NA;NA;ouest France;NA;2003-07-09;07-09;2003-07;PLOUEC-DU-TRIEUX;COTES-D'ARMOR;48,6722943477;-3,187475313150000;22
agri_fire;2003;7;9;22341;la Grotte (Tramain);0,100;orge;NA;NA;ouest France;NA;2003-07-09;07-09;2003-07;TRAMAIN;COTES-D'ARMOR;48,3998800442;-2,388812413380000;22
agri_fire;2003;7;9;22119;Lanvellec;0,150;ble;NA;NA;ouest France;NA;2003-07-09;07-09;2003-07;LANVELLEC;COTES-D'ARMOR;48,6072769742;-3,527950868210000;22
agri_fire;2003;4;19;61427;Saint-Martin-l'Aiguillon;1,000;chaume_broussaille;NA;NA;ouest France;NA;2003-04-19;04-19;2003-04;SAINT-MARTIN-L'AIGUILLON;ORNE;48,6028213138;-0,179901372060000;61
agri_fire;2004;10;6;32370;SAINT-CLAR;2,000;chaume_broussaille;NA;NA;sud ouest;NA;2004-10-06;10-06;2004-10;SAINT-CLAR;GERS;43,8928262507;0,761393836193000;32
agri_fire;2004;10;4;32334;PUJAUDRAN;5,000;chaume;NA;NA;sud ouest;NA;2004-10-04;10-04;2004-10;PUJAUDRAN;GERS;43,5897953804;1,171064116450000;32
agri_fire;2004;10;4;32394;Saint-Médard;1,000;herbe_seche;NA;NA;sud ouest;NA;2004-10-04;10-04;2004-10;SAINT-MEDARD;GERS;43,4844581655;0,462191038357000;32
agri_fire;2004;10;4;32313;Pessoulens;1,000;herbe_seche;NA;NA;sud ouest;NA;2004-10-04;10-04;2004-10;PESSOULENS;GERS;43,8577797759;0,881779501914000;32
agri_fire;2004;10;4;47174;MONCRABEAU;0,500;chaume;NA;NA;sud ouest;NA;2004-10-04;10-04;2004-10;MONCRABEAU;LOT-ET-GARONNE;44,0410471215;0,367666157379000;47
agri_fire;2004;10;4;47112;GRATELOUP;0,300;chaume;NA;NA;sud ouest;NA;2004-10-04;10-04;2004-10;GRATELOUP-SAINT-GAYRAND;LOT-ET-GARONNE;44,4181613232;0,394930271449000;47
agri_fire;2004;9;29;85288;Talmont-Saint-Hilaire;0,300;champ;NA;NA;ouest France;NA;2004-09-29;09-29;2004-09;LA TARDIERE;VENDEE;46,6637374340;-0,727562430214000;85
agri_fire;2004;9;28;47015;Astaffort;0,200;prairie;NA;NA;sud ouest;NA;2004-09-28;09-28;2004-09;ASTAFFORT;LOT-ET-GARONNE;44,0646686165;0,658006549076000;47
agri_fire;2004;9;27;32360;SAINT-ARAILLES;2,000;chaume;NA;NA;sud ouest;NA;2004-09-27;09-27;2004-09;SAINT-ARAILLES;GERS;43,6244874174;0,347280500051000;32
agri_fire;2004;9;18;47244;SAINTE-GEMME- MARTAILLAC;2,000;chaume;NA;NA;sud ouest;NA;2004-09-18;09-18;2004-09;SAINTE-GEMME-MARTAILLAC;LOT-ET-GARONNE;44,3678329817;0,161788672712000;47
agri_fire;2004;9;9;17211;LOULAY;1,000;champ;NA;NA;sud ouest;NA;2004-09-09;09-09;2004-09;LOULAY;CHARENTE-MARITIME;46,0441648862;-0,513759292382000;17
agri_fire;2004;9;7;47188;Montignac-de-Lauzun;12,500;chaume;NA;NA;sud ouest;NA;2004-09-07;09-07;2004-09;MONTIGNAC-DE-LAUZUN;LOT-ET-GARONNE;44,5694175834;0,472687225332000;47
agri_fire;2004;9;6;50418;Bricquebec-en-Cotentin (Quettetot;1,000;ble;NA;NA;ouest France;NA;2004-09-06;09-06;2004-09;QUETTETOT;MANCHE;49,4868620024;-1,697044505550000;50
agri_fire;2004;9;6;61052;Bonnefoi;4,000;chaume;NA;NA;ouest France;NA;2004-09-06;09-06;2004-09;BONNEFOI;ORNE;48,6761468135;0,562246564264000;61
agri_fire;2004;9;4;32387;SAINT-LOUBE AMADE;3,000;chaume;NA;NA;sud ouest;NA;2004-09-04;09-04;2004-09;SAINT-LOUBE;GERS;43,4400778891;1,005591535210000;32
agri_fire;2004;9;1;61479;Tanques;0,500;chaume;NA;NA;ouest France;NA;2004-09-01;09-01;2004-09;TANQUES;ORNE;48,6863581551;-0,074113245824600;61
agri_fire;2004;8;27;47323;VILLENEUVE-SUR-LOT;NA;chaume;NA;NA;sud ouest;NA;2004-08-27;08-27;2004-08;VILLENEUVE-SUR-LOT;LOT-ET-GARONNE;44,4251092866;0,742526167632000;47
agri_fire;2004;8;16;32013;Auch;1,000;chaume;NA;NA;sud ouest;NA;2004-08-16;08-16;2004-08;AUCH;GERS;43,6534300414;0,575190250459000;32
agri_fire;2004;8;11;32132;FLEURANCE;1,500;chaume;NA;NA;sud ouest;NA;2004-08-11;08-11;2004-08;FLEURANCE;GERS;43,8402794076;0,642455865460000;32
agri_fire;2004;8;11;47195;NÉRAC;1,000;chaume;NA;NA;sud ouest;NA;2004-08-11;08-11;2004-08;NERAC;LOT-ET-GARONNE;44,1321004332;0,343358299602000;47
agri_fire;2004;8;11;47273;SAINT-ROBERT;1,500;chaume;NA;NA;sud ouest;NA;2004-08-11;08-11;2004-08;SAINT-ROBERT;LOT-ET-GARONNE;44,2501427402;0,789769565880000;47
agri_fire;2004;8;11;77288;MELUN;5,500;chaume;NA;NA;AFP;NA;2004-08-11;08-11;2004-08;MELUN;SEINE-ET-MARNE;48,5444723553;2,657958219170000;77
agri_fire;2004;8;8;14288;le Fresne-Camilly;4,000;paille;NA;NA;ouest France;NA;2004-08-08;08-08;2004-08;LE FRESNE-CAMILLY;CALVADOS;49,2562338542;-0,487666830521000;14
agri_fire;2004;8;8;14663;Saint-Vigor-le-Grand;0,040;paille;NA;NA;ouest France;NA;2004-08-08;08-08;2004-08;SAINT-VIGOR-LE-GRAND;CALVADOS;49,2877194467;-0,676858813101000;14
agri_fire;2004;8;8;47045;CALIGNAC;1,000;chaume;NA;NA;sud ouest;NA;2004-08-08;08-08;2004-08;CALIGNAC;LOT-ET-GARONNE;44,1363247779;0,417050425770000;47
